avg moment 	pos count 	sat list 	planet avg RA 	planet avg DE 	avg O-C, arcsec 	avg O-C sigma, arcsec 	avg O-C eps, arcsec
ymdd 	deg 	HMS 	deg 	DMS 	RA 	DE 	RA 	DE 	RA 	DE
2013.6740176873	2013	09	4.01645586	4	1234	10.815132165	0 43 15.632	3.862443758611	3 51 44.798	0.099	-0.056	0.135	0.077	0.068	0.038
2013.6794734771	2013	09	6.00781913	3	234	10.753255084352	0 43 0.781	3.835763494352	3 50 8.749	-0.009	0.021	0.011	0.049	0.006	0.028
2013.6822182052	2013	09	7.00964488	2	34	10.721512464167	0 42 53.163	3.82207536375	3 49 19.471	-0.039	-0.005	0.02	0.043	0.014	0.03
2013.6849484191	2013	09	8.00617296	3	134	10.689579838611	0 42 45.499	3.808337785741	3 48 30.016	0.046	0.096	0.01	0.25	0.006	0.145
2013.6904015979	2013	09	9.99658324	3	234	10.624629264537	0 42 29.911	3.780369786852	3 46 49.331	0.014	-0.005	0.053	0.043	0.031	0.025
2013.6931451224	2013	09	10.99796966	2	34	10.591424111806	0 42 21.942	3.766098656667	3 45 57.955	0.027	-0.014	0.002	0.037	0.001	0.026
2013.7040669647	2013	09	14.98444213	2	34	10.456022282083	0 41 49.445	3.708043343194	3 42 28.956	0.028	0.046	0.015	0.015	0.01	0.011
2013.7068122742	2013	09	15.98648008	3	234	10.42126614213	0 41 41.104	3.693144316574	3 41 35.32	0.086	0.001	0.017	0.04	0.01	0.023
2013.7559765638	2013	10	3.93144578	2	34	9.766787860833	0 39 4.029	3.414696295694	3 24 52.907	0.024	-0.065	0.006	0.013	0.004	0.01
2013.7832929873	2013	10	13.90194036	2	34	9.397692616111	0 37 35.446	3.25913018875	3 15 32.869	-0.023	-0.072	0.044	0.073	0.031	0.052
2013.802417402	2013	10	20.88235174	2	34	9.148075094861	0 36 35.538	3.154562720417	3 9 16.426	-0.028	-0	0.006	0.014	0.004	0.01
2013.8051542517	2013	10	21.88130186	3	234	9.11330807287	0 36 27.194	3.140024031667	3 8 24.087	0.006	-0.051	0.123	0.101	0.071	0.058
2013.8789152796	2013	11	17.80407704	2	34	8.327923734028	0 33 18.702	2.81692065625	2 49 0.914	0.101	-0.035	0.289	0.251	0.204	0.177
2013.9034998809	2013	11	26.77745654	2	34	8.155750783611	0 32 37.38	2.748799186111	2 44 55.677	0.01	0.011	0.022	0.007	0.015	0.005
2013.9116996463	2013	11	29.77037088	3	234	8.110609321944	0 32 26.546	2.731431383148	2 43 53.153	0.097	0.022	0.04	0.049	0.023	0.028
2013.9526794697	2013	12	14.72800644	2	34	7.985302133333	0 31 56.473	2.688120480694	2 41 17.234	0.281	0.069	0.35	0.157	0.248	0.111
2013.9636118719	2013	12	18.71833326	2	34	7.981127676111	0 31 55.471	2.689201379861	2 41 21.125	0.029	0.008	0.011	0	0.008	0
2013.9827377305	2013	12	25.69927162	2	34	8.00426746625	0 32 1.024	2.704139174444	2 42 14.901	0.074	-0.006	0.02	0.038	0.014	0.027
