sat year month day UT_h UT_m UT_s RA_h RA_m RA_s RA_SEM DEC_deg DEC_arcm DEC_arcs DEC_SEM epoch ref_catalog Obs_code
u2 2013 9 4 0 23 0.69644 0 43 16.187 0.037 3.85868 51  31.248 0.05 J2000 UCAC4 84
u2 2013 9 6 0 11 0.25955 0 43 0.244 0.033 3.83989 50  23.604 0.037 J2000 UCAC4 84
u2 2013 9 9 23 55 0.07987 0 42 29.446 0.015 3.7851111 47  6.4 0.021 J2000 UCAC4 84
u2 2013 9 15 23 40 0.53132 0 41 41.407 0.036 3.6879694 41  16.69 0.081 J2000 UCAC4 84
u2 2013 10 21 21 9 0.07468 0 36 26.632 0.036 3.1424994  8  32.998 0.026 J2000 UCAC4 84
u2 2013 11 29 18 29 0.33407 0 32 26.964 0.011 2.7265967 43  35.748 0.014 J2000 UCAC4 84
u3 2012 8 30 0 28 0.46434 0 28 46.8238 0.021 2.2908161 17  26.938 0.028 J2000 UCAC4 84
u3 2012 8 31 0 22 0.0569 0 28 39.1548 0.016 2.2834222 17  0.32 0.033 J2000 UCAC4 84
u3 2012 9 1 0 16 0.76287 0 28 31.1902 0.003 2.273645 16  25.122 0.014 J2000 UCAC4 84
u3 2012 9 9 23 41 0.86311 0 27 20.6902 0.02 2.1461439  8  46.118 0.024 J2000 UCAC4 84
u3 2012 10 6 21 51 0.01158 0 23 25.5788 0.009 1.7246239 43  28.646 0.017 J2000 UCAC4 84
u3 2012 10 7 21 50 0.09265 0 23 16.7272 0.013 1.7047461 42  17.086 0.021 J2000 UCAC4 84
u3 2012 10 22 20 43 0.526 0 21 12.0068 0.006 1.4872572 29  14.126 0.01 J2000 UCAC4 84
u3 2012 10 28 20 36 0.74357 0 20 27.2836 0.009 1.393865 23  37.914 0.018 J2000 UCAC4 84
u3 2012 11 13 19 16 0.91787 0 18 45.61425 0.013 1.2200944 13  12.34 0.02 J2000 UCAC4 84
u3 2012 12 15 17 7 0.77818 0 17 23.29 0.043 1.1095683  6  34.446 0.026 J2000 UCAC4 84
u3 2012 12 18 17 1 0.27234 0 17 26.1658 0.021 1.10096  6  3.456 0.016 J2000 UCAC4 84
u3 2012 12 19 16 55 0.89229 0 17 27.6412 0.006 1.1031578  6  11.368 0.023 J2000 UCAC4 84
u3 2013 9 1 0 40 0.04617 0 43 37.381 0.006 3.9074844 54  26.944 0.017 J2000 UCAC4 84
u3 2013 9 4 0 23 0.69644 0 43 14.7 0.017 3.8638111 51  49.72 0.015 J2000 UCAC4 84
u3 2013 9 6 0 11 0.25955 0 43 0.96 0.014 3.8276711 49  39.616 0.008 J2000 UCAC4 84
u3 2013 9 7 0 13 0.88863 0 42 53.931 0.007 3.8143967 48  51.828 0.006 J2000 UCAC4 84
u3 2013 9 8 0 8 0.88906 0 42 46.471 0.018 3.8048656 48  17.516 0.029 J2000 UCAC4 84
u3 2013 9 9 23 55 0.07987 0 42 29.98 0.015 3.7876272 47  15.458 0.014 J2000 UCAC4 84
u3 2013 9 10 23 57 0.07631 0 42 21.353 0.012 3.7744889 46  28.16 0.011 J2000 UCAC4 84
u3 2013 9 14 23 37 0.59667 0 41 49.813 0.01 3.6995972 41  58.55 0.016 J2000 UCAC4 84
u3 2013 9 15 23 40 0.53132 0 41 41.972 0.029 3.6862647 41  10.553 0.023 J2000 UCAC4 84
u3 2013 10 3 22 21 0.28192 0 39 4.98 0.007 3.4101794 24  36.646 0.005 J2000 UCAC4 84
u3 2013 10 13 21 38 0.79412 0 37 36.057 0.02 3.2620267 15  43.296 0.026 J2000 UCAC4 84
u3 2013 10 20 21 10 0.58651 0 36 36.407 0.006 3.1479289  8  52.544 0.008 J2000 UCAC4 84
u3 2013 10 21 21 9 0.07468 0 36 28.063 0.037 3.1385556  8  18.8 0.019 J2000 UCAC4 84
u3 2013 11 17 19 17 0.87094 0 33 19.217 0.015 2.8201069 49  12.385 0.018 J2000 UCAC4 84
u3 2013 11 26 18 39 0.53742 0 32 37.751 0.021 2.7534183 45  12.306 0.013 J2000 UCAC4 84
u3 2013 11 29 18 29 0.33407 0 32 25.669 0.026 2.7346717 44  4.818 0.018 J2000 UCAC4 84
u3 2013 12 14 17 28 0.32927 0 31 56.491 0.013 2.6948764 41  41.555 0.019 J2000 UCAC4 84
u3 2013 12 18 17 14 0.39989 0 31 55.212 0.015 2.6838778 41  1.96 0.014 J2000 UCAC4 84
u3 2013 12 25 16 46 0.95113 0 32 0.158 0.036 2.7083156 42  29.936 0.011 J2000 UCAC4 84
u4 2012 8 30 0 28 0.46434 0 28 44.9572 0.027 2.2944578 17  40.048 0.016 J2000 UCAC4 84
u4 2012 8 31 0 22 0.0569 0 28 38.0156 0.039 2.2760261 16  33.694 0.094 J2000 UCAC4 84
u4 2012 9 1 0 16 0.76287 0 28 31.139 0.014 2.258 15  28.8 0.015 J2000 UCAC4 84
u4 2012 9 9 23 41 0.86311 0 27 20.2478 0.005 2.1488128  8  55.726 0.01 J2000 UCAC4 84
u4 2012 9 21 22 54 0.2744 0 25 38.7286 0.004 1.9635739 57  48.866 0.01 J2000 UCAC4 84
u4 2012 10 6 21 51 0.01158 0 23 25.4972 0.007 1.7281161 43  41.218 0.021 J2000 UCAC4 84
u4 2012 10 7 21 50 0.09265 0 23 16.4672 0.015 1.7103444 42  37.24 0.007 J2000 UCAC4 84
u4 2012 10 22 20 43 0.526 0 21 11.0494 0.024 1.4826628 28  57.586 0.019 J2000 UCAC4 84
u4 2012 10 28 20 36 0.74357 0 20 27.5934 0.013 1.39499 23  41.964 0.017 J2000 UCAC4 84
u4 2012 11 13 19 16 0.91787 0 18 45.781 0.016 1.2337472 14  1.49 0.029 J2000 UCAC4 84
u4 2012 12 17 17 7 0.70798 0 17 24.9672 0.012 1.0989494  5  56.218 0.023 J2000 UCAC4 84
u4 2012 12 18 17 1 0.27234 0 17 26.2732 0.028 1.0982644  5  53.752 0.022 J2000 UCAC4 84
u4 2012 12 19 16 55 0.89229 0 17 27.7102 0.017 1.1000761  6  0.274 0.026 J2000 UCAC4 84
u4 2012 12 21 16 49 0.59214 0 17 30.6392 0.014 1.1113256  6  40.772 0.033 J2000 UCAC4 84
u4 2013 9 1 0 40 0.04617 0 43 37.599 0.011 3.8899533 53  23.832 0.009 J2000 UCAC4 84
u4 2013 9 4 0 23 0.69644 0 43 16.903 0.009 3.8593356 51  33.608 0.009 J2000 UCAC4 84
u4 2013 9 6 0 11 0.25955 0 43 1.343 0.013 3.8426172 50  33.422 0.014 J2000 UCAC4 84
u4 2013 9 7 0 13 0.88863 0 42 53.137 0.01 3.8322617 49  56.142 0.005 J2000 UCAC4 84
u4 2013 9 8 0 8 0.88906 0 42 44.893 0.004 3.819655 49  10.758 0.011 J2000 UCAC4 84
u4 2013 9 9 23 55 0.07987 0 42 28.638 0.003 3.7870778 47  13.48 0.012 J2000 UCAC4 84
u4 2013 9 10 23 57 0.07631 0 42 20.716 0.01 3.7679561 46  4.642 0.013 J2000 UCAC4 84
u4 2013 9 14 23 37 0.59667 0 41 50.189 0.003 3.6967433 41  48.276 0.012 J2000 UCAC4 84
u4 2013 9 15 23 40 0.53132 0 41 42.245 0.026 3.6836953 41  1.303 0.014 J2000 UCAC4 84
u4 2013 10 3 22 21 0.28192 0 39 3.978 0.01 3.4248872 25  29.594 0.01 J2000 UCAC4 84
u4 2013 10 13 21 38 0.79412 0 37 36.703 0.015 3.25345 15  12.42 0.008 J2000 UCAC4 84
u4 2013 10 20 21 10 0.58651 0 36 34.305 0.008 3.1590811  9  32.692 0.016 J2000 UCAC4 84
u4 2013 10 21 21 9 0.07468 0 36 26.159 0.006 3.1393839  8  21.782 0.01 J2000 UCAC4 84
u4 2013 11 26 18 39 0.53742 0 32 37.291 0.016 2.7587044 45  31.336 0.021 J2000 UCAC4 84
u4 2013 11 29 18 29 0.33407 0 32 25.372 0.011 2.7381911 44  17.488 0.008 J2000 UCAC4 84
u4 2013 12 18 17 14 0.39989 0 31 56.376 0.005 2.6788911 40  44.008 0.01 J2000 UCAC4 84
u4 2013 12 25 16 46 0.95113 0 32 0.053 0.007 2.7139267 42  50.136 0.021 J2000 UCAC4 84
