"name","count","yf","y","m","d","ra_deg","ra_h","ra_m","ra_s","de_deg","de_d","de_m","de_s","oc_ra","oc_de","oc_ra_eps","oc_de_eps","oc_ra_sigma","oc_de_sigma"
"u1        ",5,2015.649494026,2015,8,26.06531947,18.635630833333,1,14,32.5514,7.1738722222222,7,"10 ",25.94,0.22,-0.115,0.036,0.059,0.08,0.132
"u2        ",5,2015.649494026,2015,8,26.06531947,18.639159166667,1,14,33.3982,7.1664005555556,7," 9 ",59.042,0.057,-0.064,0.058,0.036,0.13,0.081
"u3        ",5,2015.649494026,2015,8,26.06531947,18.633589166667,1,14,32.0614,7.1782372222222,7,"10 ",41.654,0.005,-0.034,0.02,0.031,0.046,0.07
"u4        ",5,2015.649494026,2015,8,26.06531947,18.6305625,1,14,31.335,7.1688527777778,7,"10 ",7.87,0.032,0.011,0.01,0.029,0.022,0.065
"u2        ",5,2015.6604192564,2015,8,30.05302859,18.547363333333,1,14,11.3672,7.1273561111111,7," 7 ",38.482,0.054,-0.106,0.044,0.062,0.097,0.139
"u3        ",5,2015.6604192564,2015,8,30.05302859,18.5470325,1,14,11.2878,7.12345,7," 7 ",24.42,0.031,-0.081,0.017,0.008,0.038,0.017
"u4        ",5,2015.6604192564,2015,8,30.05302859,18.549509166667,1,14,11.8822,7.12149,7," 7 ",17.364,0.039,-0.095,0.027,0.043,0.06,0.096
"u1        ",5,2015.663142609,2015,8,31.04705229,18.520328333333,1,14,4.8788,7.1254127777778,7," 7 ",31.486,0.283,-0.441,0.109,0.087,0.243,0.194
"u3        ",5,2015.663142609,2015,8,31.04705229,18.525340833333,1,14,6.0818,7.1158833333333,7," 6 ",57.18,-0.023,-0.104,0.022,0.027,0.049,0.06
"u4        ",5,2015.663142609,2015,8,31.04705229,18.527034166667,1,14,6.4882,7.1145094444444,7," 6 ",52.234,0,-0.087,0.014,0.012,0.03,0.027
"u3        ",5,2015.668613447,2015,9,2.04390815,18.4733175,1,13,53.5962,7.1060872222222,7," 6 ",21.914,-0.005,-0.141,0.012,0.022,0.026,0.049
"u4        ",5,2015.668613447,2015,9,2.04390815,18.476208333333,1,13,54.29,7.1034416666667,7," 6 ",12.39,-0.008,-0.11,0.014,0.022,0.032,0.049
"u3        ",5,2015.6795708194,2015,9,6.04334908,18.359186666667,1,13,26.2048,7.0526177777778,7," 3 ",9.424,-0.092,-0.198,0.014,0.035,0.032,0.079
"u4        ",4,2015.6795716322,2015,9,6.04364577,18.358073958333,1,13,25.93775,7.0659173611111,7," 3 ",57.3025,-0.03,-0.034,0.01,0.028,0.02,0.055
"u1        ",5,2015.6931935699,2015,9,11.01565302,18.2164825,1,12,51.9558,6.9935644444444,6,"59 ",36.832,0.02,-0.395,0.056,0.127,0.126,0.285
"u2        ",5,2015.6931935699,2015,9,11.01565302,18.217980833333,1,12,52.3154,6.9908661111111,6,"59 ",27.118,0.007,-0.065,0.017,0.022,0.039,0.05
"u3        ",5,2015.6931935699,2015,9,11.01565302,18.219608333333,1,12,52.706,7.0025216666667,7," 0 ",9.078,-0.035,-0.066,0.008,0.023,0.017,0.052
"u4        ",5,2015.6931935699,2015,9,11.01565302,18.217794166667,1,12,52.2706,6.9849927777778,6,"59 ",5.974,-0.046,-0.047,0.006,0.016,0.013,0.036
"u3        ",5,2015.6959290168,2015,9,12.01409114,18.185534166667,1,12,44.5282,6.9919544444444,6,"59 ",31.036,-0.073,-0.06,0.02,0.018,0.044,0.04
"u4        ",5,2015.6959290168,2015,9,12.01409114,18.190125,1,12,45.63,6.9720811111111,6,"58 ",19.492,-0.108,-0.052,0.021,0.02,0.046,0.045
"u1        ",5,2015.7123151904,2015,9,17.99504448,17.993001666667,1,11,58.3204,6.9069133333333,6,"54 ",24.888,-0.015,-0.139,0.036,0.034,0.08,0.076
"u2        ",5,2015.7123151904,2015,9,17.99504448,17.992110833333,1,11,58.1066,6.9072833333333,6,"54 ",26.22,0.19,-0.139,0.067,0.025,0.149,0.055
"u3        ",5,2015.7123151904,2015,9,17.99504448,17.999818333333,1,11,59.9564,6.901095,6,"54 ",3.942,-0.042,-0.131,0.006,0.01,0.014,0.023
"u4        ",5,2015.7123151904,2015,9,17.99504448,17.994070833333,1,11,58.577,6.9155933333333,6,"54 ",56.136,-0.02,-0.069,0.008,0.005,0.018,0.01
"u4        ",5,2015.7150522116,2015,9,18.99405723,17.957781666667,1,11,49.8676,6.9015438888889,6,"54 ",5.558,-0.012,-0.109,0.01,0.011,0.021,0.025
"u3        ",5,2015.7177910606,2015,9,19.99373712,17.9285875,1,11,42.861,6.8841916666667,6,"53 ",3.09,-0.109,-0.05,0.015,0.018,0.034,0.041
"u4        ",5,2015.7177910606,2015,9,19.99373712,17.92192,1,11,41.2608,6.8850238888889,6,"53 ",6.086,0.032,-0.036,0.014,0.023,0.031,0.052
"u3        ",5,2015.7314746181,2015,9,24.98823562,17.755120833333,1,11,1.229,6.7969361111111,6,"47 ",48.97,-0.01,0.002,0.015,0.009,0.033,0.02
"u4        ",5,2015.7314746181,2015,9,24.98823562,17.7555375,1,11,1.329,6.7940055555556,6,"47 ",38.42,-0.017,-0.002,0.015,0.006,0.033,0.014
"u3        ",5,2015.7369324768,2015,9,26.98035401,17.687463333333,1,10,44.9912,6.7748361111111,6,"46 ",29.41,0.05,-0.008,0.036,0.011,0.081,0.024
"u2        ",5,2015.756033902,2015,10,3.95237422,17.425611666667,1,9,42.1468,6.6771661111111,6,"40 ",37.798,0.224,0.057,0.049,0.032,0.109,0.072
"u3        ",5,2015.756033902,2015,10,3.95237422,17.428710833333,1,9,42.8906,6.6634316666667,6,"39 ",48.354,0.128,0.107,0.027,0.017,0.06,0.038
"u4        ",5,2015.756033902,2015,10,3.95237422,17.420315,1,9,40.8756,6.6782872222222,6,"40 ",41.834,0.159,0.112,0.029,0.017,0.066,0.038
"u2        ",3,2015.7833479408,2015,10,13.9219984,17.049523611111,1,8,11.88567,6.5147083333333,6,"30 ",52.95,-0.027,0.008,0.045,0.06,0.077,0.105
"u3        ",5,2015.7833468373,2015,10,13.9215956,17.05507,1,8,13.2168,6.5148311111111,6,"30 ",53.392,0.116,0.052,0.023,0.033,0.052,0.073
"u4        ",5,2015.7833468373,2015,10,13.9215956,17.052359166667,1,8,12.5662,6.5282755555556,6,"31 ",41.792,0.107,-0.082,0.016,0.017,0.035,0.038
"u3        ",5,2015.7696841631,2015,10,8.93471954,17.235391666667,1,8,56.494,6.6029233333333,6,"36 ",10.524,0.091,-0.035,0.029,0.011,0.065,0.026
"u4        ",5,2015.7696841631,2015,10,8.93471954,17.242279166667,1,8,58.147,6.5843572222222,6,"35 ",3.686,0.065,-0.023,0.018,0.007,0.041,0.015
"u2        ",5,2015.8024830337,2015,10,20.90630728,16.785121666667,1,7,8.4292,6.4171244444444,6,"25 ",1.648,0.178,-0.036,0.02,0.029,0.045,0.065
"u3        ",5,2015.8024830337,2015,10,20.90630728,16.788070833333,1,7,9.137,6.4043566666667,6,"24 ",15.684,0.096,0.035,0.011,0.009,0.024,0.021
"u4        ",5,2015.8024830337,2015,10,20.90630728,16.786185,1,7,8.6844,6.4028244444444,6,"24 ",10.168,0.089,0.012,0.008,0.01,0.018,0.023
"u2        ",5,2015.8243237213,2015,10,28.87815828,16.495054166667,1,5,58.813,6.3006888888889,6,"18 ",2.48,0.073,0.013,0.01,0.019,0.023,0.044
"u3        ",5,2015.8243237213,2015,10,28.87815828,16.494468333333,1,5,58.6724,6.2891222222222,6,"17 ",20.84,0.003,0.045,0.01,0.011,0.023,0.024
"u4        ",5,2015.8243237213,2015,10,28.87815828,16.4939025,1,5,58.5366,6.3069733333333,6,"18 ",25.104,0.017,0.007,0.008,0.008,0.018,0.019
"u1        ",5,2015.8297951627,2015,10,30.87523438,16.423834166667,1,5,41.7202,6.26955,6,"16 ",10.38,0.296,-0.109,0.053,0.056,0.118,0.126
"u2        ",5,2015.8297951627,2015,10,30.87523438,16.4266,1,5,42.384,6.2619205555556,6,"15 ",42.914,-0.001,0.055,0.019,0.017,0.042,0.039
"u3        ",5,2015.8297951627,2015,10,30.87523438,16.429825,1,5,43.158,6.2606694444444,6,"15 ",38.41,0.027,0.01,0.014,0.02,0.031,0.045
"u4        ",5,2015.8297951627,2015,10,30.87523438,16.419580833333,1,5,40.6994,6.2735644444444,6,"16 ",24.832,0.023,0.065,0.004,0.028,0.01,0.062
"u1        ",5,2015.8461839904,2015,11,5.85715648,16.222523333333,1,4,53.4056,6.181845,6,"10 ",54.642,-0.172,0.278,0.024,0.033,0.053,0.073
"u2        ",5,2015.8461839904,2015,11,5.85715648,16.2217825,1,4,53.2278,6.1903177777778,6,"11 ",25.144,-0.067,-0.143,0.013,0.026,0.03,0.059
"u3        ",5,2015.8461839904,2015,11,5.85715648,16.218014166667,1,4,52.3234,6.1829066666667,6,"10 ",58.464,0.01,0.064,0.027,0.026,0.061,0.059
"u4        ",5,2015.8461839904,2015,11,5.85715648,16.22691,1,4,54.4584,6.1762716666667,6,"10 ",34.578,-0.062,0.066,0.004,0.008,0.009,0.018
"u1        ",4,2015.9363461491,2015,12,8.76634444,15.421171875,1,1,41.08125,5.8690006944444,5,"52 ",8.4025,-0.033,-0.04,0.077,0.047,0.154,0.094
"u3        ",4,2015.9363461491,2015,12,8.76634444,15.416366666667,1,1,39.928,5.8797270833333,5,"52 ",47.0175,0.026,-0.1,0.002,0.011,0.005,0.021
"u4        ",4,2015.9363461491,2015,12,8.76634444,15.416215625,1,1,39.89175,5.8831541666667,5,"52 ",59.355,-0.009,-0.108,0.028,0.043,0.056,0.086
"u3        ",5,2015.9857246585,2015,12,26.78950036,15.292338333333,1,1,10.1612,5.8383494444444,5,"50 ",18.058,0.073,-0.026,0.012,0.014,0.027,0.032
"u4        ",5,2015.9857246585,2015,12,26.78950036,15.2944375,1,1,10.665,5.8252844444444,5,"49 ",31.024,-0.002,0.009,0.008,0.02,0.018,0.061
"u3        ",4,2015.9800584752,2015,12,24.72134345,15.298592708333,1,1,11.66225,5.83954375,5,"50 ",22.3575,-0.021,0.003,0.008,0.02,0.016,0.039
"u4        ",4,2015.9800584752,2015,12,24.72134345,15.291985416667,1,1,10.0765,5.8340131944444,5,"50 ",2.4475,0.008,0.046,0.016,0.019,0.032,0.039
"u4        ",5,2016.0019123331,2016,1,1.69991393,15.316363333333,1,1,15.9272,5.8487355555556,5,"50 ",55.448,-0.132,-0.099,0.019,0.023,0.044,0.052
"u1        ",5,2016.015542674,2016,1,6.68861867,15.346325,1,1,23.118,5.8654066666667,5,"51 ",55.464,-0.035,-0.015,0.026,0.042,0.059,0.094
"u2        ",5,2016.015542674,2016,1,6.68861867,15.348799166667,1,1,23.7118,5.8650772222222,5,"51 ",54.278,0.016,-0.002,0.027,0.099,0.061,0.221
"u3        ",5,2016.015542674,2016,1,6.68861867,15.346314166667,1,1,23.1154,5.85532,5,"51 ",19.152,-0.003,0.008,0.005,0.007,0.01,0.016
"u4        ",5,2016.015542674,2016,1,6.68861867,15.341598333333,1,1,21.9836,5.8658755555556,5,"51 ",57.152,0.009,0.009,0.003,0.012,0.006,0.027
"u3        ",5,2016.0182600535,2016,1,7.68317959,15.3587925,1,1,26.1102,5.8583711111111,5,"51 ",30.136,-0.036,-0.044,0.005,0.012,0.011,0.027
"u4        ",5,2016.0182600535,2016,1,7.68317959,15.351598333333,1,1,24.3836,5.8654216666667,5,"51 ",55.518,-0.046,-0.043,0.037,0.012,0.083,0.027
"u3        ",5,2016.0209874785,2016,1,8.68141714,15.371146666667,1,1,29.0752,5.8658411111111,5,"51 ",57.028,-0.043,-0.008,0.009,0.004,0.019,0.009
"u4        ",5,2016.0209874785,2016,1,8.68141714,15.363565833333,1,1,27.2558,5.8655677777778,5,"51 ",56.044,-0.055,0.025,0.004,0.009,0.008,0.019
"u3        ",5,2016.0264287129,2016,1,10.67290891,15.3920925,1,1,34.1022,5.8873672222222,5,"53 ",14.522,0.009,0.001,0.015,0.007,0.034,0.016
"u4        ",5,2016.0264287129,2016,1,10.67290891,15.391543333333,1,1,33.9704,5.8713072222222,5,"52 ",16.706,-0.042,0.007,0.011,0.012,0.026,0.026
"u1        ",NA,NA,2012,10,22.86355972,5.30103833,0,21,12.2492,1.47670722,1,"28 ",36.146,-0.007,0.331,0.056,0.06,0.025,0.027
"u1        ",NA,NA,2013,9,4.01645586,10.81507917,0,43,15.619,3.86580222,3,"51 ",56.888,0.301,-0.166,0.128,0.181,0.057,0.081
"u1        ",NA,NA,2013,9,8.00617296,10.69056667,0,42,45.736,3.80472167,3,"48 ",16.998,0.047,0.385,0.044,0.052,0.02,0.023
"u2        ",NA,NA,2012,8,30.0197669,7.19076583,0,28,45.7838,2.28962944,2,"17 ",22.666,-0.252,-0.135,0.153,0.285,0.068,0.128
"u2        ",NA,NA,2012,8,31.01531729,7.16351167,0,28,39.2428,2.27443889,2,"16 ",27.98,-0.065,-0.061,0.229,0.201,0.102,0.09
"u2        ",NA,NA,2013,9,1.02780984,10.90504167,0,43,37.21,3.90531722,3,"54 ",19.142,0.005,-0.214,0.025,0.082,0.011,0.037
"u2        ",NA,NA,2013,9,4.01645586,10.81744583,0,43,16.187,3.85868,3,"51 ",31.248,0.024,0.001,0.083,0.111,0.037,0.05
"u2        ",NA,NA,2013,9,6.00781913,10.75101667,0,43,0.244,3.83989,3,"50 ",23.604,-0.017,-0.028,0.073,0.084,0.033,0.037
"u2        ",NA,NA,2013,9,9.99658324,10.62269167,0,42,29.446,3.78511111,3,"47 ",6.4,-0.033,-0.045,0.033,0.048,0.015,0.021
"u2        ",NA,NA,2013,9,15.98648008,10.42252917,0,41,41.407,3.68796944,3,"41 ",16.69,0.084,0.047,0.063,0.141,0.036,0.081
"u2        ",NA,NA,2013,10,21.88130186,9.11096667,0,36,26.632,3.14249944,3," 8 ",32.998,0.123,-0.164,0.081,0.059,0.036,0.026
"u2        ",NA,NA,2013,11,29.77037088,8.11235,0,32,26.964,2.72659667,2,"43 ",35.748,-0.034,-0.155,0.024,0.031,0.011,0.014
"u3        ",NA,NA,2012,8,30.0197669,7.19509917,0,28,46.8238,2.29081611,2,"17 ",26.938,-0.205,-0.024,0.047,0.064,0.021,0.028
"u3        ",NA,NA,2012,8,31.01531729,7.163145,0,28,39.1548,2.28342222,2,"17 ",0.32,-0.063,0.095,0.037,0.074,0.016,0.033
"u3        ",NA,NA,2012,9,1.01164088,7.12995917,0,28,31.1902,2.273645,2,"16 ",25.122,0.031,-0.052,0.007,0.03,0.003,0.014
"u3        ",NA,NA,2012,9,9.98740494,6.83620917,0,27,20.6902,2.14614389,2," 8 ",46.118,0.078,-0.106,0.044,0.054,0.02,0.024
"u3        ",NA,NA,2012,10,6.91042471,5.85657833,0,23,25.5788,1.72462389,1,"43 ",28.646,0.034,-0.088,0.019,0.039,0.009,0.017
"u3        ",NA,NA,2012,10,7.90978656,5.81969667,0,23,16.7272,1.70474611,1,"42 ",17.086,0.014,0.026,0.028,0.047,0.013,0.021
"u3        ",NA,NA,2012,10,22.86355972,5.30002833,0,21,12.0068,1.48725722,1,"29 ",14.126,-0.027,-0.03,0.014,0.022,0.006,0.01
"u3        ",NA,NA,2012,10,28.8588497,5.11368167,0,20,27.2836,1.393865,1,"23 ",37.914,0.135,0.036,0.019,0.04,0.009,0.018
"u3        ",NA,NA,2012,11,13.80341519,4.69005938,0,18,45.61425,1.22009444,1,"13 ",12.34,-0.025,0.014,0.027,0.04,0.013,0.02
"u3        ",NA,NA,2012,12,15.71373485,4.34704167,0,17,23.29,1.10956833,1," 6 ",34.446,-0.117,-0.047,0.095,0.059,0.043,0.026
"u3        ",NA,NA,2012,12,18.7092169,4.35902417,0,17,26.1658,1.10096,1," 6 ",3.456,-0.055,0.025,0.047,0.036,0.021,0.016
"u3        ",NA,NA,2012,12,19.70548076,4.36517167,0,17,27.6412,1.10315778,1," 6 ",11.368,0.022,0.011,0.013,0.05,0.006,0.023
"u3        ",NA,NA,2013,9,1.02780984,10.90575417,0,43,37.381,3.90748444,3,"54 ",26.944,0.041,0.002,0.013,0.039,0.006,0.017
"u3        ",NA,NA,2013,9,4.01645586,10.81125,0,43,14.7,3.86381111,3,"51 ",49.72,0.042,-0.054,0.037,0.035,0.017,0.015
"u3        ",NA,NA,2013,9,6.00781913,10.754,0,43,0.96,3.82767111,3,"49 ",39.616,-0.015,0.069,0.032,0.017,0.014,0.008
"u3        ",NA,NA,2013,9,7.00964488,10.7247125,0,42,53.931,3.81439667,3,"48 ",51.828,-0.054,0.025,0.016,0.013,0.007,0.006
"u3        ",NA,NA,2013,9,8.00617296,10.69362917,0,42,46.471,3.80486556,3,"48 ",17.516,0.057,-0.058,0.041,0.065,0.018,0.029
"u3        ",NA,NA,2013,9,9.99658324,10.62491667,0,42,29.98,3.78762722,3,"47 ",15.458,0.005,0.04,0.033,0.03,0.015,0.014
"u3        ",NA,NA,2013,9,10.99796966,10.58897083,0,42,21.353,3.77448889,3,"46 ",28.16,0.025,-0.039,0.028,0.024,0.012,0.011
"u3        ",NA,NA,2013,9,14.98444213,10.45755417,0,41,49.813,3.69959722,3,"41 ",58.55,0.039,0.057,0.022,0.035,0.01,0.016
"u3        ",NA,NA,2013,9,15.98648008,10.42488333,0,41,41.972,3.68626472,3,"41 ",10.553,0.07,-0.027,0.051,0.039,0.029,0.023
"u3        ",NA,NA,2013,10,3.93144578,9.77075,0,39,4.98,3.41017944,3,"24 ",36.646,0.02,-0.055,0.016,0.012,0.007,0.005
"u3        ",NA,NA,2013,10,13.90194036,9.4002375,0,37,36.057,3.26202667,3,"15 ",43.296,-0.055,-0.124,0.046,0.059,0.02,0.026
"u3        ",NA,NA,2013,10,20.88235174,9.15169583,0,36,36.407,3.14792889,3," 8 ",52.544,-0.032,-0.01,0.014,0.017,0.006,0.008
"u3        ",NA,NA,2013,10,21.88130186,9.11692917,0,36,28.063,3.13855556,3," 8 ",18.8,-0.123,0.016,0.082,0.042,0.037,0.019
"u3        ",NA,NA,2013,11,17.80407704,8.33007083,0,33,19.217,2.82010694,2,"49 ",12.385,-0.103,-0.212,0.029,0.035,0.015,0.018
"u3        ",NA,NA,2013,11,26.77745654,8.15729583,0,32,37.751,2.75341833,2,"45 ",12.306,-0.005,0.006,0.046,0.029,0.021,0.013
"u3        ",NA,NA,2013,11,29.77037088,8.10695417,0,32,25.669,2.73467167,2,"44 ",4.818,0.071,0.055,0.059,0.041,0.026,0.018
"u3        ",NA,NA,2013,12,14.72800644,7.98537917,0,31,56.491,2.69487639,2,"41 ",41.555,0.033,-0.042,0.027,0.039,0.013,0.019
"u3        ",NA,NA,2013,12,18.71833326,7.98005,0,31,55.212,2.68387778,2,"41 ",1.96,0.021,0.008,0.033,0.03,0.015,0.014
"u3        ",NA,NA,2013,12,25.69927162,8.00065833,0,32,0.158,2.70831556,2,"42 ",29.936,0.059,0.021,0.08,0.025,0.036,0.011
"u4        ",NA,NA,2012,8,30.0197669,7.18732167,0,28,44.9572,2.29445778,2,"17 ",40.048,0.03,0.022,0.06,0.035,0.027,0.016
"u4        ",NA,NA,2012,8,31.01531729,7.15839833,0,28,38.0156,2.27602611,2,"16 ",33.694,-0.069,0.077,0.086,0.210,0.039,0.094
"u4        ",NA,NA,2012,9,1.01164088,7.12974583,0,28,31.139,2.258,2,"15 ",28.8,-0.034,-0.057,0.031,0.033,0.014,0.015
"u4        ",NA,NA,2012,9,9.98740494,6.83436583,0,27,20.2478,2.14881278,2," 8 ",55.726,0.042,-0.081,0.012,0.022,0.005,0.01
"u4        ",NA,NA,2012,9,21.95435722,6.41136917,0,25,38.7286,1.96357389,1,"57 ",48.866,0.12,0.006,0.009,0.023,0.004,0.01
"u4        ",NA,NA,2012,10,6.91042471,5.85623833,0,23,25.4972,1.72811611,1,"43 ",41.218,0.085,-0.056,0.016,0.046,0.007,0.021
"u4        ",NA,NA,2012,10,7.90978656,5.81861333,0,23,16.4672,1.71034444,1,"42 ",37.24,0.015,-0.008,0.034,0.016,0.015,0.007
"u4        ",NA,NA,2012,10,22.86355972,5.29603917,0,21,11.0494,1.48266278,1,"28 ",57.586,-0.044,0.017,0.055,0.043,0.024,0.019
"u4        ",NA,NA,2012,10,28.8588497,5.1149725,0,20,27.5934,1.39499,1,"23 ",41.964,0.106,0.047,0.03,0.039,0.013,0.017
"u4        ",NA,NA,2012,11,13.80341519,4.69075417,0,18,45.781,1.23374722,1,"14 ",1.49,0.003,-0.052,0.031,0.059,0.016,0.029
"u4        ",NA,NA,2012,12,17.7136861,4.35403,0,17,24.9672,1.09894944,1," 5 ",56.218,0.027,0.024,0.027,0.051,0.012,0.023
"u4        ",NA,NA,2012,12,18.7092169,4.35947167,0,17,26.2732,1.09826444,1," 5 ",53.752,-0.012,-0.019,0.062,0.049,0.028,0.022
"u4        ",NA,NA,2012,12,19.70548076,4.36545917,0,17,27.7102,1.10007611,1," 6 ",0.274,0.028,0.014,0.038,0.057,0.017,0.026
"u4        ",NA,NA,2012,12,21.70110565,4.37766333,0,17,30.6392,1.11132556,1," 6 ",40.772,-0.036,0.186,0.03,0.074,0.014,0.033
"u4        ",NA,NA,2013,9,1.02780984,10.9066625,0,43,37.599,3.88995333,3,"53 ",23.832,0.033,0.019,0.025,0.021,0.011,0.009
"u4        ",NA,NA,2013,9,4.01645586,10.82042917,0,43,16.903,3.85933556,3,"51 ",33.608,0.028,-0.007,0.021,0.02,0.009,0.009
"u4        ",NA,NA,2013,9,6.00781913,10.75559583,0,43,1.343,3.84261722,3,"50 ",33.422,0.003,0.021,0.029,0.031,0.013,0.014
"u4        ",NA,NA,2013,9,7.00964488,10.72140417,0,42,53.137,3.83226167,3,"49 ",56.142,-0.025,-0.035,0.021,0.012,0.01,0.005
"u4        ",NA,NA,2013,9,8.00617296,10.68705417,0,42,44.893,3.819655,3,"49 ",10.758,0.036,-0.039,0.01,0.023,0.004,0.011
"u4        ",NA,NA,2013,9,9.99658324,10.619325,0,42,28.638,3.78707778,3,"47 ",13.48,0.072,-0.009,0.007,0.026,0.003,0.012
"u4        ",NA,NA,2013,9,10.99796966,10.58631667,0,42,20.716,3.76795611,3,"46 ",4.642,0.028,0.012,0.021,0.028,0.01,0.013
"u4        ",NA,NA,2013,9,14.98444213,10.45912083,0,41,50.189,3.69674333,3,"41 ",48.276,0.018,0.035,0.008,0.026,0.003,0.012
"u4        ",NA,NA,2013,9,15.98648008,10.42602083,0,41,42.245,3.68369528,3,"41 ",1.303,0.103,-0.018,0.045,0.025,0.026,0.014
"u4        ",NA,NA,2013,10,3.93144578,9.766575,0,39,3.978,3.42488722,3,"25 ",29.594,0.028,-0.074,0.023,0.022,0.01,0.01
"u4        ",NA,NA,2013,10,13.90194036,9.40292917,0,37,36.703,3.25345,3,"15 ",12.42,0.008,-0.02,0.033,0.019,0.015,0.008
"u4        ",NA,NA,2013,10,20.88235174,9.1429375,0,36,34.305,3.15908111,3," 9 ",32.692,-0.024,0.01,0.017,0.036,0.008,0.016
"u4        ",NA,NA,2013,10,21.88130186,9.10899583,0,36,26.159,3.13938389,3," 8 ",21.782,0.017,-0.002,0.013,0.023,0.006,0.01
"u4        ",NA,NA,2013,11,26.77745654,8.15537917,0,32,37.291,2.75870444,2,"45 ",31.336,0.025,0.015,0.036,0.047,0.016,0.021
"u4        ",NA,NA,2013,11,29.77037088,8.10571667,0,32,25.372,2.73819111,2,"44 ",17.488,0.078,0.044,0.025,0.018,0.011,0.008
"u4        ",NA,NA,2013,12,18.71833326,7.9849,0,31,56.376,2.67889111,2,"40 ",44.008,0.037,0.008,0.011,0.021,0.005,0.01
"u4        ",NA,NA,2013,12,25.69927162,8.00022083,0,32,0.053,2.71392667,2,"42 ",50.136,0.088,-0.033,0.015,0.046,0.007,0.021

